Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Afghanistan,AFG,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,2.09999994880000E+10,2.14999982080000E+10,2.09999994880000E+10,3.16000010240000E+10,3.42999982080000E+10,4.48000000000000E+10,6.40000000000000E+10,7.69999994880000E+10,6.17000017920000E+10,6.24000000000000E+10,7.60999034880000E+10,8.21998960640000E+10,6.95000023040000E+10,7.36999997440000E+10,8.93000007680000E+10,9.78000035840000E+10,1.01200003072000E+11,1.20600002560000E+11,1.32399996928000E+11,,,,,,,,,,,,,,,,,,,,,,,,2.23617768200000E+11,3.00961764200000E+11,3.39364903800000E+11,4.00206291500000E+11,4.37772378100000E+11,5.91728186800000E+11,6.13727480000000E+11,6.77514328000000E+11,8.14879450000000E+11,8.89224960000000E+11,1.01946168160000E+12,1.06017547870000E+12,
Afghanistan,AFG,Final consumption expenditure (current US$),NE.CON.TOTL.CD,4.66666655288889E+08,4.77777737955556E+08,4.66666655288889E+08,7.02222244977778E+08,7.62222182400000E+08,9.95555555555556E+08,1.42222222222222E+09,1.71111109973333E+09,1.37111115093333E+09,1.38666666666667E+09,1.69110896640000E+09,1.82666435697778E+09,1.54444449564444E+09,1.63777777208889E+09,1.98444446151111E+09,2.17333341297778E+09,2.24888895715556E+09,2.68000005688889E+09,2.94222215395556E+09,,,,,,,,,,,,,,,,,,,,,,,,4.97801970142603E+09,6.13941431930030E+09,7.10104595651189E+09,8.06370359073538E+09,8.76967098560249E+09,1.18777377186634E+10,1.20461837744126E+10,1.37543816299607E+10,1.77922261873446E+10,1.85567701163417E+10,1.96981566366637E+10,1.91401964018776E+10,
Afghanistan,AFG,"Final consumption expenditure, etc. (% of GDP)",NE.CON.TETC.ZS,8.67768502938330E+01,8.70445247010770E+01,8.53658399143370E+01,9.34911234357341E+01,9.52777730686422E+01,9.88962500350375E+01,1.01587304064097E+02,1.02257630227499E+02,9.98381881205266E+01,9.84227105492542E+01,9.66963192473426E+01,9.97572719494656E+01,9.67966654222737E+01,9.44871828803157E+01,9.20618588915295E+01,9.18309912674047E+01,8.80000022795130E+01,9.07449202975132E+01,8.91582441692546E+01,,,,,,,,,,,,,,,,,,,,,,,,1.20567669741802E+02,1.33941635239859E+02,1.34350525221865E+02,1.28503679821304E+02,1.24258530428407E+02,1.20661391609662E+02,1.18209898892412E+02,1.09599392189067E+02,1.17050846016321E+02,1.21528438651260E+02,1.16811642880626E+02,1.25106525923176E+02,
Afghanistan,AFG,"Final consumption expenditure, etc. (annual % growth)",NE.CON.TETC.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Final consumption expenditure, etc. (constant 2005 US$)",NE.CON.TETC.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06370359275027E+09,,,,,,,,,
Afghanistan,AFG,"Final consumption expenditure, etc. (constant LCU)",NE.CON.TETC.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Final consumption expenditure, etc. (current LCU)",NE.CON.TETC.CN,2.09999991040000E+10,2.14999978240000E+10,2.09999970560000E+10,3.16000030720000E+10,3.43000002560000E+10,4.48000000000000E+10,6.40000000000000E+10,7.69999994880000E+10,6.17000017920000E+10,6.24000000000000E+10,7.60999034880000E+10,8.21998960640000E+10,6.95000023040000E+10,7.36999997440000E+10,8.93000007680000E+10,9.78000035840000E+10,1.01200003072000E+11,1.20600002560000E+11,1.32399996928000E+11,,,,,,,,,,,,,,,,,,,,,,,,2.23617768200000E+11,3.00961764200000E+11,3.39364903800000E+11,4.00206291600000E+11,4.37772183100000E+11,5.91727683500000E+11,6.13729360800000E+11,6.74127352100000E+11,8.54354930500000E+11,1.04067613140000E+12,1.23973609940000E+12,1.40738921310000E+12,
Afghanistan,AFG,"Final consumption expenditure, etc. (current US$)",NE.CON.TETC.CD,4.66666646755556E+08,4.77777729422222E+08,4.66666601244444E+08,7.02222290488889E+08,7.62222227911111E+08,9.95555555555556E+08,1.42222222222222E+09,1.71111109973333E+09,1.37111115093333E+09,1.38666666666667E+09,1.69110896640000E+09,1.82666435697778E+09,1.54444449564444E+09,1.63777777208889E+09,1.98444446151111E+09,2.17333341297778E+09,2.24888895715556E+09,2.68000005688889E+09,2.94222215395556E+09,,,,,,,,,,,,,,,,,,,,,,,,4.97801970142603E+09,6.13941431930030E+09,7.10104595651189E+09,8.06370359275027E+09,8.76966707926686E+09,1.18777276159414E+10,1.20462206905735E+10,1.36856218160722E+10,1.86541410115681E+10,2.17173253165922E+10,2.39543244389340E+10,2.54087238328218E+10,
Afghanistan,AFG,Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59000000000000E+01,,,,,,4.15000000000000E+01
Afghanistan,AFG,Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88000000000000E+01,,,,,,3.40000000000000E+01
Afghanistan,AFG,Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.80000000000000E+01,,,,,,9.23000000000000E+01
Afghanistan,AFG,Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.46000000000000E+01,,,,,,3.17000000000000E+01
Afghanistan,AFG,Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.40000000000000E+00,,,,,,2.00000000000000E+00
Afghanistan,AFG,Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.80000000000000E+00,,,,,,2.20000000000000E+00
Afghanistan,AFG,Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.00000000000000E-01,,,,,,4.70000000000000E+00
Afghanistan,AFG,"Fish species, threatened",EN.FSH.THRD.NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00000000000000E+00
Afghanistan,AFG,Fixed broadband Internet subscribers,IT.NET.BBND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,2.00000000000000E+02,2.20000000000000E+02,5.00000000000000E+02,5.00000000000000E+02,5.00000000000000E+02,1.00000000000000E+03,1.50000000000000E+03,,1.50000000000000E+03,1.50000000000000E+03,
Afghanistan,AFG,Fixed broadband Internet subscribers (per 100 people),IT.NET.BBND.P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,8.32685157328783E-04,8.84925317331202E-04,1.95074128559001E-03,1.89758772196985E-03,1.84964618303129E-03,3.60904161647242E-03,5.28209708550786E-03,,5.02941604858496E-03,4.90971460352713E-03,
Afghanistan,AFG,Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,,,3.19470263425352E+01,2.65191195162239E+01,3.26032644912823E+01,4.10674612740749E+01,3.56494932322441E+01,4.08758669399891E+01,4.18283306892529E+01,3.81484310185785E+01,3.60646488583384E+01,2.70212778139966E+01,3.72380701578545E+01,4.86209869747101E+01,4.39132390487261E+01,3.64285790011076E+01,3.58671796746646E+01,3.60656113061744E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25240811767024E+01,5.46793195830966E+01,4.00470709660653E+01,3.91451752009078E+01,1.74372227678394E+01,1.36385047989984E+01,
Afghanistan,AFG,Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,,,7.83526679894446E+00,1.31198638928934E+01,1.73358407967507E+01,1.70998505813650E+01,2.08006767904764E+01,2.08816634027342E+01,1.60090667763200E+01,2.05806444720536E+01,2.05416003093413E+01,2.54323707121459E+01,2.84641730095204E+01,2.38652945048808E+01,2.28817141890948E+01,2.44235715944310E+01,1.63241264867917E+01,1.53513858405288E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.73695294018036E+01,1.82936161520611E+01,1.36918476055713E+01,1.40292713208405E+01,4.27602338186878E+00,7.54684014524629E+00,
Afghanistan,AFG,Food production index (2004-2006 = 100),AG.PRD.FOOD.XD,,5.40400000000000E+01,5.47000000000000E+01,5.46700000000000E+01,5.91400000000000E+01,6.19800000000000E+01,6.41300000000000E+01,7.02300000000000E+01,7.33400000000000E+01,7.44000000000000E+01,6.77600000000000E+01,6.28800000000000E+01,6.82500000000000E+01,7.35900000000000E+01,7.60500000000000E+01,7.82600000000000E+01,8.37500000000000E+01,7.48600000000000E+01,8.09400000000000E+01,7.99700000000000E+01,7.98700000000000E+01,7.96800000000000E+01,7.88100000000000E+01,7.70100000000000E+01,7.41200000000000E+01,6.92500000000000E+01,6.31700000000000E+01,6.55200000000000E+01,6.45500000000000E+01,6.41800000000000E+01,6.92000000000000E+01,7.04600000000000E+01,6.82500000000000E+01,7.33100000000000E+01,7.89600000000000E+01,8.31800000000000E+01,8.88500000000000E+01,9.62700000000000E+01,1.03240000000000E+02,1.02210000000000E+02,8.56200000000000E+01,7.82300000000000E+01,9.57600000000000E+01,9.94700000000000E+01,9.72900000000000E+01,1.05750000000000E+02,9.69700000000000E+01,1.07580000000000E+02,9.99900000000000E+01,1.16350000000000E+02,1.15960000000000E+02,1.10630000000000E+02,1.22850000000000E+02,,
Afghanistan,AFG,"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.72762010000000E+07,-2.13670260000000E+08,-7.56492090000000E+07,-9.12275670000000E+07,-9.40137590000000E+07,-5.96022660000000E+07,
Afghanistan,AFG,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.31512243555974E-02,2.45752714261811E-02,9.40111467539826E-03,1.55769236904142E-02,,,1.56521738433573E-03,-8.12641060041071E-03,,3.24504964385518E-02,2.47135734783994E-01,5.17421598172128E-03,,,,,,,,,,,,,,,,,,,,2.76235652215016E-02,1.21100032717090E+00,1.26100408185942E+00,3.53611472418930E+00,4.31867278242749E+00,3.37225233006603E+00,1.91683112452167E+00,8.56443789378446E-01,1.71114845489725E+00,4.74683015874293E-01,5.10502265718371E-01,4.58451736769660E-01,2.93467412431667E-01,
Afghanistan,AFG,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,,,,,,,,,,,2.30000000000000E+05,4.50000000000000E+05,1.50000000000000E+05,2.70000000000000E+05,,,4.00000000000000E+04,-2.40000000000000E+05,,1.20000000000000E+06,9.00000000000000E+06,1.80000000000000E+05,1.00000000000000E+05,,,,,4.00000000000000E+05,,,,-2.80000000000000E+05,3.60000000000000E+05,-2.00000000000000E+04,2.00000000000000E+04,-9.33266667000000E+04,6.90000000000000E+05,-1.46000000000000E+06,-1.00000000000000E+04,6.04000000000000E+06,1.70000000000000E+05,6.80000000000000E+05,5.00000000000000E+07,5.78000000000000E+07,1.86900000000000E+08,2.71000000000000E+08,2.38000000000000E+08,1.88690000000000E+08,8.72762010000000E+07,2.13670260000000E+08,7.56492090000000E+07,9.12275670000000E+07,9.40137590000000E+07,5.96022660000000E+07,
Afghanistan,AFG,"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Forest area (% of land area),AG.LND.FRST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.06782464846981E+00,2.06782464846981E+00,2.06782464846981E+00,2.06782464846981E+00,2.06782464846981E+00,2.06782464846981E+00,2.06782464846981E+00,2.06782464846981E+00,2.06782464846981E+00,2.06782464846981E+00,2.06782464846981E+00,2.06782464846981E+00,2.06982199530840E+00,2.06982199530840E+00,2.06982199530840E+00,2.06982199530840E+00,2.06982199530840E+00,2.06982199530840E+00,2.06982199530840E+00,2.06982199530840E+00,2.06982199530840E+00,2.06982199530840E+00,2.06782464846981E+00,,
Afghanistan,AFG,Forest area (sq. km),AG.LND.FRST.K2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,1.35000000000000E+04,,
Afghanistan,AFG,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,,,,,,,,,,,1.30824102715991E+00,1.88313735222443E+00,2.27725263311336E+00,2.23621319270708E+00,2.24435698981027E+00,2.91529275483287E+00,3.05577017756807E+00,2.75339875236222E+00,2.57339143424914E+00,3.04760121149430E+00,3.42094045688614E+00,2.55169845232125E+00,,,,,,,,,,,,,,,,,,,,2.64009060619675E+00,2.23335653413494E+00,2.18668063150047E+00,1.67604678577722E+00,1.41239131897880E+00,1.88515531077316E+00,1.88124608228711E+00,1.83491978384611E+00,1.51503357867438E+00,1.54732279988160E+00,1.45865369448637E+00,1.24758232676444E+00,,
Afghanistan,AFG,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,,,,,,,,4.40957469624438E+00,1.25789673516027E+01,1.48661726967355E+01,1.69461490985105E+01,1.45532981596690E+01,1.37309154971656E+01,1.16195424928802E+01,1.39742449191501E+01,2.02996234587100E+01,1.32242232130081E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,,,6.10992782424829E+00,8.36383461509731E+00,6.56562613597936E+00,4.18954814350143E+00,3.67458970651037E+00,3.86887814875693E+00,5.14929909908277E+00,5.98716832717403E+00,6.10569472942426E+00,5.00014562851791E+00,6.81382232859121E+00,6.56521459078002E+00,9.32560760584032E+00,7.74306922736584E+00,1.06328559799986E+01,8.90196795566483E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.41267307582642E-01,2.36249055575350E+01,2.08602096084606E+01,3.47730942739679E+01,2.44565674995917E+01,1.69800958618561E+01,
Afghanistan,AFG,GDP (constant 2005 US$),NY.GDP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.15044104658170E+09,5.58535269545476E+09,5.64430920908199E+09,6.27507601647174E+09,6.62360237434777E+09,7.53369891829582E+09,7.80576853979931E+09,9.44659172572443E+09,1.02432502465673E+10,1.08694903177585E+10,1.24384731244460E+10,1.26790509602589E+10,
Afghanistan,AFG,GDP (constant LCU),NY.GDP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85470260100000E+11,2.01131671600000E+11,2.03254728600000E+11,2.25968993800000E+11,2.38519622700000E+11,2.71292707800000E+11,2.81090086900000E+11,3.40177046700000E+11,3.68865165200000E+11,3.91416420100000E+11,4.47916367700000E+11,4.56579710000000E+11,
Afghanistan,AFG,GDP (current LCU),NY.GDP.MKTP.CN,2.42000015360000E+10,2.47000002560000E+10,2.46000005120000E+10,3.38000035840000E+10,3.60000020480000E+10,4.52999987200000E+10,6.29999984640000E+10,7.53000038400000E+10,6.18000015360000E+10,6.34000015360000E+10,7.86998968320000E+10,8.23999037440000E+10,7.17999964160000E+10,7.79999969280000E+10,9.69999974400000E+10,1.06499997696000E+11,1.15000000512000E+11,1.32900003840000E+11,1.48500004864000E+11,1.61599995904000E+11,1.60599998464000E+11,1.72200001536000E+11,,,,,,,,,,,,,,,,,,,,1.33987000000000E+11,1.85470755700000E+11,2.24696199700000E+11,2.52596633500000E+11,3.11435666400000E+11,3.52307549100000E+11,4.90403496600000E+11,5.19186097400000E+11,6.15083111900000E+11,7.29900688100000E+11,8.56323131400000E+11,1.06131209940000E+12,1.12495267750000E+12,
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,5.37777811911111E+08,5.48888894577778E+08,5.46666678044444E+08,7.51111190755556E+08,8.00000045511111E+08,1.00666663822222E+09,1.39999996586667E+09,1.67333341866667E+09,1.37333336746667E+09,1.40888892302222E+09,1.74888659626667E+09,1.83110897208889E+09,1.59555547591111E+09,1.73333326506667E+09,2.15555549866667E+09,2.36666661546667E+09,2.55555556693333E+09,2.95333341866667E+09,3.30000010808889E+09,3.69794034514177E+09,3.64172344718433E+09,3.47878790981818E+09,,,,,,,,,,,,,,,,,,,,2.46166631478366E+09,4.12881804225508E+09,4.58364892164112E+09,5.28546199933739E+09,6.27507601647174E+09,7.05759761445076E+09,9.84385100941462E+09,1.01905346366444E+10,1.24869504681773E+10,1.59367844372240E+10,1.78701590817870E+10,2.05067952544884E+10,2.03096710146236E+10,
Afghanistan,AFG,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00000267212652E+02,1.11715970892373E+02,1.24275895198042E+02,1.37822300822229E+02,1.47705897364729E+02,1.80765454617944E+02,1.84704520577670E+02,1.80812643847319E+02,1.97877370096535E+02,2.18775474769614E+02,2.36944254761155E+02,2.46386918398104E+02,
Afghanistan,AFG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.44416322679218E+00,1.05555578746555E+00,1.11752702416587E+01,5.55413762257501E+00,1.37402049898513E+01,3.61136839226165E+00,2.10206487363678E+01,8.43329048161792E+00,6.11368516942299E+00,1.44347412879524E+01,1.93414282770806E+00,
Afghanistan,AFG,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31972528453462E+02,2.41621317928171E+02,2.34996625088837E+02,2.52407892506985E+02,2.58418692219444E+02,2.85917091367514E+02,2.88758199705311E+02,3.40931426719635E+02,3.60705615156804E+02,3.73451677064200E+02,4.17055042346543E+02,4.15003477722984E+02,
Afghanistan,AFG,GDP per capita (constant LCU),NY.GDP.PCAP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.35346037343208E+03,8.70091867405902E+03,8.46235978310550E+03,9.08934925206716E+03,9.30580150848483E+03,1.02960342276247E+04,1.03983441264504E+04,1.22771311850898E+04,1.29892107603220E+04,1.34482035719734E+04,1.50183851208951E+04,1.49445071324079E+04,
Afghanistan,AFG,GDP per capita (current LCU),NY.GDP.PCAP.CN,2.75801094269264E+03,2.75868418762448E+03,2.69094119954499E+03,3.61903509296583E+03,3.77076653164181E+03,4.63900964002615E+03,6.30622724580523E+03,7.36653548820953E+03,5.90496461665028E+03,5.90911295511470E+03,7.14439039178999E+03,7.27692821990762E+03,6.16606594032467E+03,6.51827699268750E+03,7.90314857699732E+03,8.48484540420131E+03,8.97959761345722E+03,1.01960498432616E+04,1.12503438448916E+04,1.21896685242837E+04,1.21847304131405E+04,1.32831547026224E+04,,,,,,,,,,,,,,,,,,,,6.27638974390876E+03,8.35348269493505E+03,9.72031577328085E+03,1.05166733753334E+04,1.25271502689670E+04,1.37452176250880E+04,1.86116730791849E+04,1.92062116667765E+04,2.21986054843646E+04,2.57027086488213E+04,2.94213712125689E+04,3.55852007018651E+04,3.68213105933246E+04,
Afghanistan,AFG,GDP per capita (current US$),NY.GDP.PCAP.CD,6.12891320598364E+01,6.13040930583217E+01,5.97986933232220E+01,8.04230020659073E+01,8.37948118142624E+01,1.03089103111692E+02,1.40138383240116E+02,1.63700788626879E+02,1.31221435925562E+02,1.31313621224771E+02,1.58764230928666E+02,1.61709515997947E+02,1.37023687562771E+02,1.44850599837500E+02,1.75625523933274E+02,1.88552120093363E+02,1.99546613632383E+02,2.26578885405814E+02,2.50007640997592E+02,2.78939778294497E+02,2.76297751354590E+02,2.68346559648938E+02,,,,,,,,,,,,,,,,,,,,1.15312509504906E+02,1.85959290112028E+02,1.98287799133658E+02,2.20056287823678E+02,2.52407892506985E+02,2.75350940871813E+02,3.73591416247314E+02,3.76977669874349E+02,4.50659239024815E+02,5.61197617521520E+02,6.13979191608832E+02,6.87581367719798E+02,6.64764589155526E+02,
Afghanistan,AFG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15945350901549E+00,-2.74176670177091E+00,7.40915637046528E+00,2.38138342377421E+00,1.06410255821272E+01,9.93682582670672E-01,1.80681369628874E+01,5.80004859846206E+00,3.53364665583464E+00,1.16757717156664E+01,-4.91916993022357E-01,
Afghanistan,AFG,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.05295826162498E+03,1.09675557098661E+03,1.06668509194148E+03,1.14571745838386E+03,1.17300138402110E+03,1.29782076137349E+03,1.31071698023355E+03,1.54753911941797E+03,1.63729714042442E+03,1.69515343607310E+03,1.89307568149927E+03,1.88376332053120E+03,
Afghanistan,AFG,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.66704453066710E+02,9.20748143536978E+02,9.20106877255381E+02,1.02007279107041E+03,1.07646137755223E+03,1.22276409923143E+03,1.25873994429474E+03,1.49788425632092E+03,1.60419145658038E+03,1.69515343607310E+03,1.92713876712970E+03,1.94619380603184E+03,
Afghanistan,AFG,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33786280089566E+10,2.53527575182174E+10,2.56203700174831E+10,2.84835156038497E+10,3.00655292602352E+10,3.41965946118752E+10,3.54315596209183E+10,4.28795033106483E+10,4.64956563819103E+10,4.93382544305570E+10,5.64601038135996E+10,5.75521228620269E+10,
Afghanistan,AFG,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.92432708307763E+10,2.12841448322372E+10,2.20997544908100E+10,2.53598817482466E+10,2.75910851301496E+10,3.22189083823251E+10,3.40265061459445E+10,4.15036570784959E+10,4.55555273959759E+10,4.93382544305570E+10,5.74760195372552E+10,5.94594787027040E+10,
Afghanistan,AFG,GEF benefits index for biodiversity (0 = no biodiversity potential to 100 = maximum),ER.BDV.TOTL.XQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.63131709682314E+00,,,3.40715502555366E+00,,,,,,
Afghanistan,AFG,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.36466101701445E+00,9.77853654371352E+00,1.05706119792764E+01,1.05582479939106E+01,1.14519260524128E+01,1.09297752507093E+01,1.33092932083586E+01,1.16732159623451E+01,1.43360599196563E+01,1.28320719096249E+01,1.23597950192181E+01,1.22705990448207E+01,
Afghanistan,AFG,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,General government final consumption expenditure (constant 2005 US$),NE.CON.GOVT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.62538087625490E+08,,,,,,,,,
Afghanistan,AFG,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55140000000000E+10,2.19720000000000E+10,2.67010100000000E+10,3.28821500000000E+10,4.03460000000000E+10,5.36000000000000E+10,6.91000000000000E+10,7.17999800000000E+10,1.04639000000000E+11,1.09884000000000E+11,1.31176000000000E+11,1.38038432500000E+11,
Afghanistan,AFG,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45361633243969E+08,4.48213784838208E+08,5.58705679262062E+08,6.62538087625490E+08,8.08230859883752E+08,1.07591079134370E+09,1.35628813429033E+09,1.45762869526140E+09,2.28470696618690E+09,2.29311166373928E+09,2.53459785846550E+09,2.49211829752663E+09,
Afghanistan,AFG,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,GINI index (World Bank estimate),SI.POV.GINI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,GNI (constant 2005 US$),NY.GNP.MKTP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.28622088104141E+09,,,,,,,,,
Afghanistan,AFG,GNI (constant LCU),NY.GNP.MKTP.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
